marker,chromosome,position,basepair
UNC3187030,2,62.879638,62879638
UNC3187659,2,62.923852,62923852
UNC3188006,2,62.9475,62947500
JAX00095089,2,62.953421,62953421
UNC3188635,2,62.986075,62986075
UNC3188814,2,62.997109,62997109
UNC3189559,2,63.033589,63033589
UNC3190123,2,63.069555,63069555
JAX00491137,2,63.092613,63092613
JAX00491145,2,63.127937,63127937
UNC3190936,2,63.128992,63128992
UNC3191310,2,63.161681,63161681
UNC3191646,2,63.188926,63188926
UNC3192306,2,63.226975,63226975
UNC3192783,2,63.256416,63256416
JAX00095113,2,63.258359,63258359
UNC3193558,2,63.305235,63305235
UNC3194074,2,63.33334,63333340
UNC3194639,2,63.375088,63375088
backupUNC021167059,2,63.39415,63394150
JAX00491197,2,63.404956,63404956
UNC3195094,2,63.40754,63407540
UNC3195527,2,63.447659,63447659
UNC3195839,2,63.468026,63468026
JAX00491214,2,63.478598,63478598
JAX00095128,2,63.485692,63485692
UNC3196103,2,63.493467,63493467
JAX00491220,2,63.509363,63509363
UNC3196390,2,63.521962,63521962
UNC3196722,2,63.555906,63555906
UNC3196969,2,63.581995,63581995
UNC3197203,2,63.618389,63618389
UNC3197665,2,63.658354,63658354
UNC3197789,2,63.668486,63668486
UNC3198262,2,63.714119,63714119
UNC3198343,2,63.733711,63733711
UNC3198818,2,63.775433,63775433
JAX00491251,2,63.796509,63796509
UNC3199004,2,63.804015,63804015
UNC3199283,2,63.835927,63835927
UNC3199717,2,63.876266,63876266
UNC3199994,2,63.895173,63895173
UNC020085719,2,63.90677,63906770
UNC3200311,2,63.919661,63919661
UNC3200700,2,63.94994,63949940
UNC3201266,2,64.003318,64003318
UNC3201463,2,64.019193,64019193
UNC3201721,2,64.045872,64045872
UNC3202061,2,64.076255,64076255
JAX00095174,2,64.087347,64087347
UNC3202425,2,64.112843,64112843
UNC3202664,2,64.143067,64143067
UNC3202883,2,64.177413,64177413
UNC3203077,2,64.202606,64202606
UNC3203502,2,64.236365,64236365
UNC3203779,2,64.265647,64265647
UNC3203948,2,64.295386,64295386
UNC3204087,2,64.326189,64326189
UNC3204296,2,64.360198,64360198
UNC3204528,2,64.385021,64385021
UNC3204766,2,64.417631,64417631
UNC3205014,2,64.448135,64448135
JAX00491352,2,64.476774,64476774
UNC3205421,2,64.490517,64490517
UNC3205573,2,64.509096,64509096
JAX00491358,2,64.533319,64533319
JAX00095208,2,64.550814,64550814
UNC3205968,2,64.551128,64551128
UNC3206005,2,64.556622,64556622
JAX00095210,2,64.582669,64582669
UNC3206560,2,64.602146,64602146
UNC3206857,2,64.638566,64638566
JAX00095215,2,64.640381,64640381
UNC3207574,2,64.705987,64705987
UNC3207673,2,64.712504,64712504
JAX00491390,2,64.739629,64739629
UNC020086184,2,64.740771,64740771
UNC3208110,2,64.753067,64753067
JAX00095224,2,64.763397,64763397
UNC3208435,2,64.778739,64778739
UNC3208879,2,64.816135,64816135
UNC3209295,2,64.846273,64846273
UNC3209616,2,64.883448,64883448
UNC3210004,2,64.912851,64912851
UNC3210241,2,64.933562,64933562
UNC3210626,2,64.96343,64963430
UNC3211315,2,65.006761,65006761
UNC3211795,2,65.034626,65034626
UNC3211976,2,65.049787,65049787
UNC3212479,2,65.091964,65091964
JAX00491458,2,65.12421,65124210
UNC3213058,2,65.130452,65130452
backupUNC020086545,2,65.139084,65139084
UNC3213942,2,65.17477,65174770
JAX00095257,2,65.203,65203000
JAX00491482,2,65.208687,65208687
UNC3214418,2,65.213984,65213984
UNC3214809,2,65.240067,65240067
JAX00216782,2,65.272927,65272927
UNC3215568,2,65.280113,65280113
UNC3216031,2,65.305859,65305859
UNC3216854,2,65.345848,65345848
UNC3217347,2,65.375386,65375386
JAX00491511,2,65.395364,65395364
UNC3217890,2,65.411311,65411311
UNC3218050,2,65.423519,65423519
UNC3218512,2,65.449106,65449106
UNC3218956,2,65.480237,65480237
UNC3219573,2,65.518125,65518125
UNC020566977,2,65.550158,65550158
UNC3219982,2,65.554938,65554938
UNC3221122,2,65.63463,65634630
JAX00491587,2,65.678677,65678677
UNC3221776,2,65.692072,65692072
UNC3222399,2,65.765152,65765152
UNC020397504,2,65.805814,65805814
UNC3223501,2,65.844683,65844683
UNC3224577,2,65.913389,65913389
UNC020397688,2,65.936032,65936032
UNC3225113,2,65.948485,65948485
JAX00095313,2,65.950046,65950046
UNC3226015,2,66.011426,66011426
UNC3227260,2,66.090709,66090709
UNC3228339,2,66.172747,66172747
UNC3229366,2,66.252272,66252272
UNC020087824,2,66.258021,66258021
JAX00491706,2,66.294247,66294247
UNC3230084,2,66.318283,66318283
UNC3231253,2,66.395648,66395648
UNC3232445,2,66.476953,66476953
UNC3233213,2,66.517137,66517137
UNC3234516,2,66.597171,66597171
UNC3234889,2,66.62969,66629690
JAX00095366,2,66.645497,66645497
UNC3236219,2,66.729032,66729032
JAX00491772,2,66.756626,66756626
UNC3236987,2,66.78975,66789750
UNC3237906,2,66.853357,66853357
UNC020089575,2,66.925342,66925342
UNC3239202,2,66.928955,66928955
UNC3239857,2,66.96864,66968640
JAX00491814,2,66.981,66981000
JAX00095395,2,67.043287,67043287
UNC3240929,2,67.052794,67052794
JAX00491825,2,67.082707,67082707
UNC3241870,2,67.116799,67116799
UNC3242762,2,67.163412,67163412
backupUNC021191747,2,67.175112,67175112
JAX00491869,2,67.231062,67231062
UNC3244659,2,67.278573,67278573
UNC3245549,2,67.332471,67332471
UNC3246051,2,67.374507,67374507
backupUNC020090527,2,67.374594,67374594
UNC3247099,2,67.468649,67468649
JAX00491926,2,67.501827,67501827
JAX00491930,2,67.514721,67514721
UNC3247827,2,67.517697,67517697
UNC3249065,2,67.601217,67601217
UNC3249949,2,67.643595,67643595
UNC3251467,2,67.741653,67741653
UNC020091694,2,67.745241,67745241
UNC3252670,2,67.803309,67803309
UNC3253699,2,67.876923,67876923
UNC3254350,2,67.925036,67925036
UNC3255786,2,68.01003,68010030
UNC3256702,2,68.074754,68074754
UNC3257513,2,68.146286,68146286
UNC3258271,2,68.191327,68191327
JAX00216852,2,68.242133,68242133
UNC3259934,2,68.292166,68292166
UNC3260804,2,68.336955,68336955
JAX00492136,2,68.412659,68412659
UNC3262088,2,68.413672,68413672
UNC3263209,2,68.48998,68489980
backupUNC020093183,2,68.557594,68557594
UNC3264674,2,68.624786,68624786
JAX00095515,2,68.643961,68643961
UNC3265376,2,68.684014,68684014
backupUNC021762462,2,68.714891,68714891
JAX00492174,2,68.766101,68766101
UNC3266593,2,68.778491,68778491
UNC3266951,2,68.804831,68804831
UNC3267232,2,68.824138,68824138
JAX00492187,2,68.845405,68845405
UNC3267498,2,68.84574,68845740
UNC3267830,2,68.869729,68869729
UNC3268280,2,68.89443,68894430
UNC3268533,2,68.909203,68909203
UNC020093982,2,68.945313,68945313
UNC3269190,2,68.961437,68961437
UNC3269533,2,68.980201,68980201
UNC3269841,2,69.004134,69004134
JAX00492244,2,69.021368,69021368
UNC3270191,2,69.026374,69026374
UNC3270477,2,69.048948,69048948
UNC3271012,2,69.076814,69076814
JAX00095547,2,69.077243,69077243
UNC3271429,2,69.104529,69104529
UNC3271833,2,69.127712,69127712
UNC3272170,2,69.15086,69150860
UNC3272426,2,69.165809,69165809
JAX00492290,2,69.178564,69178564
UNC3272772,2,69.186088,69186088
JAX00492293,2,69.195789,69195789
UNC3273334,2,69.21978,69219780
UNC020094649,2,69.228719,69228719
UNC3273529,2,69.231529,69231529
UNC3273914,2,69.254027,69254027
UNC3274478,2,69.291136,69291136
UNC3274700,2,69.311535,69311535
UNC3274971,2,69.333658,69333658
UNC3275501,2,69.369156,69369156
UNC3275805,2,69.379916,69379916
UNC3276311,2,69.407833,69407833
UNC3276622,2,69.427073,69427073
UNC3276912,2,69.44823,69448230
UNC3277274,2,69.469578,69469578
UNC3277781,2,69.496884,69496884
JAX00492376,2,69.498112,69498112
UNC3278066,2,69.517912,69517912
UNC3278414,2,69.54121,69541210
JAX00492395,2,69.556838,69556838
JAX00492397,2,69.557212,69557212
UNC3278810,2,69.563127,69563127
JAX00492411,2,69.61092,69610920
UNC3279626,2,69.616475,69616475
UNC3279845,2,69.632025,69632025
UNC020623700,2,69.645012,69645012
UNC3280285,2,69.662269,69662269
UNC3280428,2,69.675266,69675266
UNC3280788,2,69.697611,69697611
UNC3281163,2,69.729677,69729677
UNC3281328,2,69.755219,69755219
UNC3281493,2,69.777962,69777962
UNC3281609,2,69.790261,69790261
UNC3282025,2,69.816588,69816588
UNC3282459,2,69.845052,69845052
JAX00095606,2,69.863331,69863331
UNC3282732,2,69.875393,69875393
UNC3282783,2,69.881459,69881459
UNC3283256,2,69.920359,69920359
UNC3283426,2,69.934264,69934264
UNC3283717,2,69.961981,69961981
UNC3283929,2,69.984585,69984585
UNC3284030,2,69.999512,69999512
UNC3284254,2,70.021887,70021887
UNC3284740,2,70.054248,70054248
JAX00095623,2,70.082637,70082637
UNC3285375,2,70.098595,70098595
UNC3285741,2,70.122225,70122225
UNC3286173,2,70.144961,70144961
UNC3286613,2,70.168597,70168597
UNC3286867,2,70.18457,70184570
JAX00095632,2,70.20457,70204570
JAX00492531,2,70.213389,70213389
UNC3287909,2,70.239234,70239234
UNC3288268,2,70.258833,70258833
UNC3288582,2,70.2863,70286300
UNC3288805,2,70.299205,70299205
UNC3289255,2,70.331118,70331118
UNC3289577,2,70.348,70348000
UNC3289914,2,70.370328,70370328
UNC3290343,2,70.397591,70397591
UNC3290652,2,70.421067,70421067
UNC3291046,2,70.450407,70450407
UNC3291411,2,70.478929,70478929
UNC3291578,2,70.489887,70489887
JAX00492577,2,70.494678,70494678
UNC3291948,2,70.515362,70515362
UNC3292533,2,70.567912,70567912
UNC020095069,2,70.570989,70570989
JAX00492597,2,70.583291,70583291
UNC3292704,2,70.588709,70588709
JAX00492608,2,70.606531,70606531
UNC3293085,2,70.613187,70613187
UNC3293550,2,70.6441,70644100
UNC3293785,2,70.659526,70659526
JAX00492616,2,70.673611,70673611
UNC3293999,2,70.681372,70681372
UNC3294278,2,70.70562,70705620
UNC3294360,2,70.716531,70716531
UNC3294628,2,70.750707,70750707
JAX00492633,2,70.751176,70751176
UNC3294748,2,70.774933,70774933
UNC3294923,2,70.802005,70802005
UNC3295068,2,70.822098,70822098
UNC3295302,2,70.845385,70845385
UNC3295596,2,70.865214,70865214
UNC3295774,2,70.879425,70879425
UNC020401934,2,70.916445,70916445
UNC3296188,2,70.919935,70919935
JAX00492653,2,70.934709,70934709
UNC3296548,2,70.952627,70952627
UNC3296896,2,70.973371,70973371
JAX00492676,2,70.998595,70998595
UNC3297409,2,71.006561,71006561
UNC3297730,2,71.022929,71022929
UNC3297982,2,71.041855,71041855
UNC3298386,2,71.0769,71076900
UNC3298653,2,71.098194,71098194
UNC3298947,2,71.122407,71122407
UNC3299511,2,71.156821,71156821
UNC3299664,2,71.163903,71163903
UNC3300012,2,71.193275,71193275
JAX00492738,2,71.193384,71193384
UNC3300282,2,71.215722,71215722
UNC3300559,2,71.240326,71240326
UNC3300936,2,71.270713,71270713
UNC3301369,2,71.295624,71295624
UNC3301625,2,71.307937,71307937
UNC3301994,2,71.330213,71330213
backupJAX00095716,2,71.359267,71359267
JAX00095717,2,71.374654,71374654
UNC3302788,2,71.378661,71378661
UNC3303072,2,71.39806,71398060
UNC3303279,2,71.424496,71424496
UNC3303639,2,71.451912,71451912
UNC3303855,2,71.467723,71467723
UNC3304155,2,71.492824,71492824
JAX00095726,2,71.498523,71498523
UNC3304401,2,71.516423,71516423
JAX00492806,2,71.517658,71517658
UNC3304529,2,71.539974,71539974
UNC3305161,2,71.585594,71585594
UNC3305467,2,71.605512,71605512
JAX00492825,2,71.618154,71618154
UNC3305781,2,71.62481,71624810
UNC3306286,2,71.656362,71656362
UNC3306897,2,71.684946,71684946
JAX00492837,2,71.690005,71690005
UNC020096714,2,71.710115,71710115
UNC3307552,2,71.724459,71724459
UNC3307827,2,71.744974,71744974
UNC3308187,2,71.779533,71779533
JAX00492854,2,71.806546,71806546
UNC3308663,2,71.817961,71817961
JAX00492862,2,71.836026,71836026
UNC3309084,2,71.859558,71859558
UNC3309654,2,71.897257,71897257
UNC3309943,2,71.920249,71920249
JAX00492878,2,71.941794,71941794
UNC3310529,2,71.964279,71964279
UNC3311130,2,72.005651,72005651
UNC3311607,2,72.041974,72041974
JAX00492887,2,72.042553,72042553
UNC020097135,2,72.061147,72061147
UNC3312262,2,72.083447,72083447
UNC3312780,2,72.114784,72114784
JAX00095774,2,72.144149,72144149
UNC3313333,2,72.147327,72147327
UNC3313736,2,72.168894,72168894
JAX00492910,2,72.222683,72222683
UNC3314528,2,72.2253,72225300
JAX00492915,2,72.231461,72231461
JAX00492916,2,72.231562,72231562
UNC3314779,2,72.250218,72250218
UNC3315691,2,72.331849,72331849
JAX00492927,2,72.346021,72346021
UNC3316097,2,72.368577,72368577
UNC3316481,2,72.404039,72404039
UNC3316717,2,72.427604,72427604
JAX00095797,2,72.456258,72456258
UNC3317361,2,72.477153,72477153
UNC3317708,2,72.508261,72508261
JAX00492953,2,72.515832,72515832
UNC3318393,2,72.549525,72549525
UNC3318830,2,72.587386,72587386
UNC3319313,2,72.623177,72623177
UNC3319811,2,72.657047,72657047
JAX00492978,2,72.665044,72665044
UNC3320136,2,72.693903,72693903
JAX00095817,2,72.700156,72700156
UNC3320822,2,72.738275,72738275
UNC3321676,2,72.804415,72804415
UNC3322185,2,72.842296,72842296
UNC3322571,2,72.877088,72877088
JAX00095830,2,72.899496,72899496
UNC3323001,2,72.920869,72920869
UNC3323277,2,72.950787,72950787
backupUNC021228376,2,72.977314,72977314
UNC3323754,2,73.013507,73013507
JAX00493029,2,73.043957,73043957
UNC3324175,2,73.056726,73056726
UNC3324511,2,73.095555,73095555
UNC3324669,2,73.130295,73130295
UNC3324792,2,73.165989,73165989
UNC3324924,2,73.204744,73204744
JAX00493047,2,73.23793,73237930
UNC3325233,2,73.239214,73239214
JAX00493052,2,73.285225,73285225
backupJAX00493053,2,73.286538,73286538
UNC3325811,2,73.31185,73311850
JAX00095863,2,73.331711,73331711
UNC3325954,2,73.334938,73334938
UNC3326450,2,73.384175,73384175
UNC3326884,2,73.420617,73420617
JAX00493072,2,73.42911,73429110
UNC3327354,2,73.451405,73451405
UNC3327941,2,73.493784,73493784
UNC3328364,2,73.529483,73529483
UNC020412628,2,73.543209,73543209
UNC3328987,2,73.564648,73564648
JAX00493102,2,73.573045,73573045
UNC3329449,2,73.598423,73598423
UNC3329894,2,73.631305,73631305
UNC3330294,2,73.674736,73674736
UNC3330595,2,73.711093,73711093
JAX00493120,2,73.736809,73736809
UNC3330830,2,73.745554,73745554
UNC3331129,2,73.783022,73783022
UNC3331505,2,73.820908,73820908
UNC3331678,2,73.855016,73855016
JAX00493136,2,73.886814,73886814
UNC3331920,2,73.892385,73892385
UNC3332604,2,73.94459,73944590
UNC3332950,2,73.964312,73964312
UNC3333536,2,74.006551,74006551
UNC3334033,2,74.049192,74049192
JAX00493173,2,74.065903,74065903
JAX00493180,2,74.084556,74084556
UNC3334559,2,74.086378,74086378
UNC3334747,2,74.108243,74108243
UNC3335217,2,74.145465,74145465
UNC3335725,2,74.181537,74181537
UNC3336153,2,74.22031,74220310
JAX00493208,2,74.23903,74239030
JAX00493215,2,74.250092,74250092
UNC020097695,2,74.251702,74251702
UNC3336623,2,74.255489,74255489
UNC3337010,2,74.283011,74283011
UNC020097804,2,74.292392,74292392
UNC3337493,2,74.319524,74319524
UNC3338147,2,74.359271,74359271
UNC3338557,2,74.392681,74392681
JAX00493238,2,74.421682,74421682
UNC3338888,2,74.425434,74425434
UNC3339454,2,74.482934,74482934
UNC3339854,2,74.516805,74516805
UNC3339978,2,74.541842,74541842
UNC3340219,2,74.581528,74581528
UNC3340532,2,74.607705,74607705
UNC3340987,2,74.651253,74651253
UNC3341239,2,74.703716,74703716
UNC3341390,2,74.726355,74726355
UNC3341585,2,74.760908,74760908
UNC3341952,2,74.798371,74798371
UNC3342273,2,74.836607,74836607
UNC3342406,2,74.871509,74871509
UNC3343264,2,74.947059,74947059
backupUNC020098420,2,74.952171,74952171
UNC3343814,2,74.980121,74980121
UNC3344103,2,75.00029,75000290
UNC3344845,2,75.056453,75056453
UNC3345057,2,75.071679,75071679
UNC3345185,2,75.082343,75082343
UNC3345316,2,75.09097,75090970
UNC3345685,2,75.113837,75113837
UNC3345953,2,75.132893,75132893
UNC3346128,2,75.149913,75149913
UNC3346321,2,75.163985,75163985
UNC3346521,2,75.177258,75177258
UNC3346765,2,75.194827,75194827
UNC3346905,2,75.20384,75203840
JAX00493355,2,75.216198,75216198
UNC3347170,2,75.221995,75221995
UNC3347327,2,75.242114,75242114
UNC3347488,2,75.260629,75260629
UNC3347600,2,75.274675,75274675
UNC3347755,2,75.292355,75292355
UNC3347947,2,75.304782,75304782
UNC3348192,2,75.327495,75327495
UNC3348393,2,75.342659,75342659
JAX00493378,2,75.351991,75351991
JAX00493382,2,75.355104,75355104
UNC3348518,2,75.356441,75356441
UNC3348698,2,75.371619,75371619
UNC3348859,2,75.381833,75381833
UNC3349167,2,75.405694,75405694
UNC3349375,2,75.424404,75424404
JAX00493403,2,75.433899,75433899
UNC3349497,2,75.435665,75435665
UNC3349661,2,75.450069,75450069
JAX00493417,2,75.461486,75461486
UNC3349926,2,75.463666,75463666
UNC3350218,2,75.483648,75483648
UNC3350355,2,75.495537,75495537
UNC3350536,2,75.514302,75514302
JAX00493442,2,75.521481,75521481
UNC3350743,2,75.529373,75529373
UNC3350989,2,75.549825,75549825
UNC3351078,2,75.556979,75556979
UNC020099315,2,75.56244,75562440
JAX00493451,2,75.570456,75570456
UNC3351416,2,75.576689,75576689
UNC3351893,2,75.603344,75603344
UNC3352091,2,75.61578,75615780
UNC3352298,2,75.628596,75628596
UNC3352460,2,75.643243,75643243
UNC3352665,2,75.661203,75661203
JAX00493463,2,75.66986,75669860
UNC3352733,2,75.672309,75672309
JAX00096040,2,75.680531,75680531
JAX00493473,2,75.685644,75685644
UNC3352943,2,75.694566,75694566
UNC3353145,2,75.707572,75707572
UNC3353430,2,75.731132,75731132
UNC3353497,2,75.736783,75736783
UNC3353854,2,75.763181,75763181
UNC3354018,2,75.773932,75773932
UNC3354103,2,75.781274,75781274
UNC3354468,2,75.810788,75810788
UNC3354620,2,75.818548,75818548
UNC3354754,2,75.836647,75836647
UNC3354884,2,75.848353,75848353
UNC3355141,2,75.869267,75869267
UNC3355267,2,75.885286,75885286
UNC3355360,2,75.896348,75896348
JAX00493501,2,75.896907,75896907
UNC020412884,2,75.909682,75909682
UNC3355542,2,75.917849,75917849
UNC3355664,2,75.932837,75932837
UNC3356038,2,75.952868,75952868
UNC3356256,2,75.965669,75965669
UNC3356524,2,75.983277,75983277
JAX00493520,2,75.984474,75984474
UNC3356777,2,75.999529,75999529
UNC3356988,2,76.007988,76007988
JAX00493543,2,76.011609,76011609
JAX00096065,2,76.017748,76017748
UNC3357321,2,76.02491,76024910
UNC3358382,2,76.086941,76086941
JAX00493565,2,76.102775,76102775
JAX00189010,2,76.108604,76108604
UNC3359180,2,76.13851,76138510
UNC3360223,2,76.195733,76195733
JAX00493591,2,76.205455,76205455
UNC3361099,2,76.250568,76250568
UNC3361697,2,76.290174,76290174
UNC3362231,2,76.324383,76324383
UNC3363137,2,76.381571,76381571
JAX00096092,2,76.391217,76391217
UNC3364377,2,76.446315,76446315
UNC3365075,2,76.499646,76499646
UNC3365977,2,76.555376,76555376
UNC3366892,2,76.606591,76606591
UNC3367467,2,76.65986,76659860
JAX00096117,2,76.710818,76710818
UNC3368253,2,76.726594,76726594
UNC3368460,2,76.764091,76764091
UNC3369000,2,76.830326,76830326
backupUNC021254518,2,76.841732,76841732
UNC3369469,2,76.872577,76872577
JAX00493744,2,76.913988,76913988
UNC3370219,2,76.947121,76947121
JAX00493750,2,76.949863,76949863
UNC3370599,2,76.980163,76980163
UNC3371171,2,77.022304,77022304
UNC3371968,2,77.074991,77074991
UNC3372336,2,77.107432,77107432
JAX00096153,2,77.181783,77181783
UNC3373318,2,77.18804,77188040
UNC3373562,2,77.216117,77216117
JAX00493821,2,77.299594,77299594
UNC3374307,2,77.300333,77300333
JAX00493830,2,77.359143,77359143
UNC020103640,2,77.364192,77364192
UNC3375234,2,77.365083,77365083
UNC3375659,2,77.412045,77412045
UNC3375878,2,77.431296,77431296
UNC3376685,2,77.488599,77488599
JAX00493892,2,77.56641,77566410
UNC3377913,2,77.568354,77568354
UNC3378714,2,77.620805,77620805
UNC3379223,2,77.66521,77665210
UNC3379425,2,77.681155,77681155
JAX00493933,2,77.72775,77727750
